,tweets,ano
0,Não há quem sofra mais bullying do que operador de telemarketing. VEJA O VÍDEO: https://invidious.perennialte.ch/BfRlwMJBPSA,2018
1,"As vezes essas pessoas que você citou, principalmente quem trabalha no telemarketing, não tem educação e vive no deboche, achando que pode se comportar como tal porque não está em atendimento presencial. Sofro bullying direto por parte deles, então não os coloque como vitimas",2018
