,tweets,ano
0,"bro what the actual fuck. Bro era das pessoas mais gordas da nossa televisão, conseguiu fazer uma operação que o ajudasse e fica a gozar mm com a cara do convidado, discursos mm de bully. “Quando emagreceres vais arranjar emprego”????? What? Isto já não está um esbetáculo",2018
1,Por viverem num apartamento ou msm numa vivenda de 300 e tal euros n quer dizer q todo o mundo tenha q ter as msm condicoes ficam a dar bully as pessoas ate pela roupa fds sabem se as pessoas tem as vocas poses financeiras ou os pais tenham o msm emprego ent pff n gozem 😔😔😓😫,2018
2,Qual é o seu emprego dos sonhos? 👩‍🌾👨🏻‍🚀 — Qualquer coisa sendo trabalhador é oque importa! https://curiouscat.me/Iae2l/post/592720641?1533153632,2018
3,Necessito de um emprego na moral,2018
4,é realmente simples: é tudo gente frustrada com a própria vida que não pega ninguem / odeia o emprego / odeia sua própria existência aí ventila sua frustração perseguindo pessoas na internet Absolutamente nada diferente da lógica de bully no colégio,2018
