,tweets,ano
0,daí vc descobre que aquela bully idiota que transformou sua 6ª série num inferno está  linda magra e tem um emprego ótimo,2015
1,#Emprego O seu colega é um bully? Aprenda a detectá-los dlvr.it/9mKc4C,2015
2,@MissMadFerIt Paulista é o bully do colégio que volta pra pedir emprego do nerd que zoava na escola.,2015
