,tweets,ano
0,eu sofro bullying por nao ter emprego,2016
1,eu sofro bullying por nao ter um emprego,2016
2,"eu fico com medo da galera que fiz bullying na época de colégio, vencer na vida, ficar bem sucedido e eu precisar de emprego e eles n me dá",2016
3,aqui em casa as pessoas tudo me zoando pois nao tenho emprego #bullying,2016
4,jornalista. mas acho que no primeiro bullying de colegas de trabalho eu largava o emprego,2016
5,"Arrumou um emprego no time da RGT pela alta capacidade de ser bunda mole. Faz todo o sentido. Deve ter sofrido muito bullying, né slot?",2016
6,"coitada da pessoa branca que perde emprego por seu cabelo liso,  que sofre na infância com o bullying racista,  que vive em uma sociedade+",2016
7,porrada em mim por ter denunciado o tal bullying. Se eu tivesse ido pra escola e apanhado eu teria mais facilidade de arrumar emprego,2016
8,"Dica de hoje: quando vocês quiserem um estágio ou emprego, NÃO façam bullying  no twitter com quem pode receber o seu currículo.  ^.^",2016
9,o pessoal do meu emprego ta me fazendo bullying,2016
10,"tenho emprego, conta corrente, conta poupança n sei pq o bullying",2016
11,"isso é bullying contra uma pessoa que acabou de perder o emprego! Não é politicamente correto, pessoal!",2016
12,Tenho um amigo que reprovou no psicotécnico pra um emprego. Imagina o bullying.,2016
13,"O bullying trabalhista já começa quando no anúncio da vaga de emprego tem o requisito ""ter boa aparência"". Noiz é feio, mas é esforçado.",2016
14,ESTOU SOFRENDO BULLYING COM MEU NOVO EMPREGO DE PIRIGUETAGEM VIRTUAL,2016
15,querida olha o bullying!!!! so vou trocar de celular quando eu arrumar um emprego e juntar a grana,2016
16,"Bullying no emprego, uma horrível tendência em crescimento... fb.me/80emWPhsE",2016
17,"to praticando bullying com a chefe, rçrç perco o emprego mas não perco a piada.",2016
18,"Isto é preocupante: bullying no emprego, uma horrível tendência em crescimento  lifestyle.sapo.pt/vida-e-car…",2016
19,Quem me fez bullying está hoje me pedindo emprego ¯\_(ツ)_/¯,2016
20,@JSnotario Foi bullying. Não resultou. Há que não criar precedente porque os ministros socialistas também vão precisar emprego @psocialista,2016
21,lembra daquele robô bonzinho que sofria bullying?  perdeu o emprego  :)   ouça: ow.ly/3znTSF,2016
22,lembra do robô bonzinho que sofria bullying?  perdeu o emprego!    ouça no #radinho: ow.ly/ZF7aw,2016
23,Pode ser q bullying o pessoal da esq seja o jeito dele manter o emprego. Em isso se transformaram gdes jornais.,2016
24,"aí volto, depois de horas fora, e encontro jornalista do estadão participando do bullying virtual. me esquece e vá garantir seu emprego, meu",2016
25,Ibra fazendo o bom e velho bullying corporativo | Ibrahimovic comanda entrevista de emprego e desconcerta candidato ln.is/globo.com/ZNHDY,2016
26,O que eu sempre digo tá passando no JN agora. Quem tem muita qualificação sofre bullying pra arranjar emprego.,2016
27,"Não sei se deixo meu Twitter aberto, já sofri um bullying no meu primeiro emprego que jamais superei (2009). :(",2016
28,"@sheilarmeyer Nos dias que correm, até ter um emprego é bullying... Pintas são que nem estrelas. De que vale o céu sem elas?",2016
29,A maioria que fazia bullying em forum de joguinho hj em dia é um fodido com um emprego merda. É a vida seguindo o curso,2016
30,@uelituxxx ta jogando na cara q vc tem um emprego e eu n?? ISSO É BULLYING??? TA FALANDO Q SOU DESOCUPADA?,2016
31,"@bittersteel01 Veja o caso do cara de San Bernardino. Tinha ótimo emprego, não sofria bullying, ninguém da família ou mesquita era radical.",2016
32,Oferta de emprego: Experto &quot;Bullying&quot; bit.ly/1ORRwkA #Galicia #Coruña,2016
