,tweets,ano
0,Kkkkkkkwual o bullying? É um emprego!! A palavra desempregada vai sair da sua vida,2017
1,E assim foi a história do primeiro emprego do menino e do eterno bullying dele no jogo,2017
2,"Tu próprio te fazes bullying, assim perco o emprego",2017
3,"Ah eh pior Dívida, faculdade, emprego em tempo integral... Saudade quando a minha maior preocupação era parecer normal e não sofrer bullying",2017
4,"Todo dia eu vejo isso que o Paulo Antunes falou isso reflete o Miami a anos.  ""Caso de bullying, abandono de emprego, discórdia dentro da diretoria: Esse é o padrão. São 30 anos de goleadas nos playoffs, temporadas medíocres, problemas na diretoria e péssimos drafts"".",2017
5,"#SuaPiadaMata entendam: racismo reverso não existe, ninguém perde um emprego por ser branco  Mas existe bullying SIM não só com gente negra, mas tbm com qualquer outra pessoa que tenha qualquer característica física considerada ""anormal"" ou ""engraçada""",2017
6,"Campanha contra racismo oferece vaga de emprego com bullying, assédio moral e salários… bandnewsfmcuritiba.com/campa…",2017
7,"é isso, miga. sabe o mais louco? na adolescência, apesar do bullying, eu estava relativamente bem com meus óculos e minha nerdice. até entrar em um emprego, já adulta,  onde meu apelido secreto, descobri anos depois, era betty a feia.",2017
8,"justin nasceu pobre, a pattie trabalhava em mais de um emprego pra sustentar ele, justin e a pattie iam até a stratford food bank pedir alimento, ele tinha que usar roupas velhas e até sofria bullying por conta disso então não venham falar como se ele sempre tivesse sido rico",2017
9,agora um ping pong rápido aqui   infância? bullying  dinheiro? não tenho emprego? quero,2017
10,"Que trabalheira tratar as pessoas com mais empatia, né? Que merda ter ficado escroto preterir em emprego, expulsar de casa, praticar bullying, estimular suicídio, né?",2017
11,"Tava tendo aquele ""bate bola jogo rapido de uma palavra que descreve a outra"" na minha entrevista de emprego ai entrevistador me perguntou: INFANCIA? Ai eu respondi: "" Bullying """,2017
12,"ah já sofri bullying, no último emprego que eu tive também, nesse acaso acho que não se chama bullying, acho que é assédio moral .",2017
13,Sofreu bullying e resolveu matar? E quando esse garoto arrumar um emprego e sofrer alguma humilhação? E quando ele for traído? Decepcionado? Ele vai matar tbm?!,2017
14,Ele é um idiota. Vc viu q ele expôs um jornalista e fez o cara perder o emprego pq achou o filme dele ofensivo e com msgs cheias d bullying?,2017
15,Quem questiona sobre pedofilia ou bullying perde o emprego. Quem divulga o porcaria ganha fama. Lá vai o BR descendo a ladeira,2017
16,O “bullying” afeta a saúde mental da criança; mas durante quanto tempo?: As consequências… empregosaude.pt/o-bullying-a… #Notícias #emprego,2017
17,Prints do grupo criado pelos fãs da @ xingando a Silvani. Isso não seria bullying?🤔 Que INJUSTIÇA c essa mulher q só quer um emprego.,2017
18,"Nessa crise de hoje, bullying é perguntar se alguém já conseguiu um emprego...",2017
19,Foi dificil eu cheguei perder emprego por conta de bullying e tudo. Mais eu te dou uma dica faça aquilo que ame vai ajudar mt,2017
20,"sim mas quando eu arrumar emprego ninguém me segura ksjsksj mds já começa assim zoando eu? isso é bullying, tu é a segunda pessoa hoje já",2017
21,“Bullying” associado a problemas com alimentação: Um estudo demonstrou que uma “relação… empregosaude.pt/bullying-ass… #Notícias #emprego,2017
22,"Noooooossa, realmente um apelido é a mesma coisa que ser preterido em emprego por causa da cor. Vocês confundem bullying  com racismo.",2017
23,É errado ver gente que fez bullying contigo no colégio num emprego cagado hoje em dia? HELL NO BITCH AAAAAAAHAHAHA karma eu te amo,2017
24,"emprego, namoradinhas, meu peso, minha barba, tudo... aquele bullying chato sobre qqr coisa mesmo",2017
25,"já sofri bullying na escola preconceito todo dia, principalmente em entrevistas de emprego https://n.opnxng.com/onlyheslover/status/872273630159400960",2017
26,"KATHY GRIFFIN VAI PROCESSAR TRUMP POR BULLYING: ""FAZER PIADA COM O PRESIDENTE TE FAZ PERDER O EMPREGO"" bullying-ciaatoresdemar.blog…",2017
27,eu não fui criada a base de leite nan terminei o colegio entrei na faculdade arranjei emprego pra sofrer bullying de gente que pesa 30kg nao,2017
28,"É tão bom ver quem fazia bullying contigo num emprego honesto, entregando água em domicílio debaixo desse sol quente aqui do nordeste haha",2017
29,Um pai abandona o emprego para montar um servidor de Minecraft para crianças autistas que sofriam de bullying... pcgamer.com/meet-the-dad-who…,2017
30,“Bullying” na infância pode afetar a saúde na idade adulta: O “bullying” durante a infância… empregosaude.pt/bullying-na-… #Notícias #emprego,2017
31,"O #bullying, no trabalho, pode tornar o melhor emprego do mundo no mais temível. #psicologiaonline #saudemental https://www.theguardian.com/careers/2017/mar/28/the-psychology-of-a-workplace-bully?CMP=share_btn_tw",2017
32,"enquanto você vai trabalhar em um emprego péssimo, que não vai gostar, e nem aguentar, eu estudei no tempo que você fez o bullying comigo +",2017
33,#MeteoroSdvContraOBullying conheço pessoas brilhantes que sofrem com o Bullying na hora da entrevista de emprego.,2017
34,"os idiotas que faziam bullying comigo continuam sem emprego, sem faculdade e com 2 filhos. Estao colhendo o que plantaram",2017
35,Sofro mto pra arrumar emprego por causa de ser gordinho isso pra mim não è bullying è preconceito mesmo. Abraços meu caro .,2017
36,"Os jovens estudaram 10 anos na escola, acordando cedo, passando mal, sofrendo bullying, pra chegar agora e não conseguir nem um emprego",2017
37,"Eu sofri no primeiro emprego porque tinha muita gente da mesma idade, sabe? Bullying ainda é real, infelizmente, mas as pessoas estão mais +",2017
38,"Por incrível que pareça, só sofri bullying no fundamental, até a sexta série, depois parou, porém sofri bullying no primeiro emprego e +",2017
