,tweets,ano
0,"vc ta no trabalho e o telemarketing te ligando ja te encomoda, imagina uma assedio",2016
1,Bancos e telefônicas são acusados de assédio a operadores de telemarketing televendasecobranca.com.br/n… via @televendas_cob,2016
2,Bancos e telefônicas são acusados de assédio a operadores de telemarketing fcradvocacia.com.br/blog/ban…,2016
3,Bancos e telefônicas são acusados de assédio a operadores de telemarketing economia.uol.com.br/empregos… via @UOLEconomia @UOL,2016
4,Bancos e telefônicas são acusados de assédio a operadores de telemarketing economia.uol.com.br/empregos… via @UOLEconomia @UOL,2016
5,Bancos e telefônicas são acusados de assédio a operadores de telemarketing economia.uol.com.br/empregos… via @UOLEconomia @UOL,2016
6,Bancos e telefônicas são acusados de assédio a operadores de telemarketing economia.uol.com.br/empregos… via @UOLEconomia @UOL,2016
7,Bancos e telefônicas são acusados de assédio a operadores de telemarketing bit.ly/2dBDnit,2016
8,Bancos e telefônicas são acusados de assédio a operadores de telemarketing uol.com/brjVt0 @UOL,2016
9,Bancos e telefônicas são acusados de assédio a operadores de telemarketing uol.com/brjVt0 @UOL,2016
10,Bancos e telefônicas são acusados de assédio a operadores de telemarketing bit.ly/2cXPF71,2016
11,RTUOLNoticias: Bancos e telefônicas são acusados de assédio a operadores de telemarketing ift.tt/2eaWdiW,2016
12,Bancos e telefônicas são acusados de assédio a operadores de telemarketing bit.ly/2cXPF71,2016
13,Bancos e telefônicas são acusados de assédio a operadores de telemarketing | UOL jornaisnoticias.com.br/index…,2016
14,#TST Operadora de telemarketing da LBV receberá indenização por assédio moral  bit.ly/2cSdMUD,2016
15,Paraná: LBV  é condenada a pagar indenização de 5 mil reais por assédio moral e excessos na cobrança de metas a uma telemarketing.,2016
16,Setor de telemarketing reúne grande número de casos de assédio moral. fb.me/13iRrqXSb,2016
17,Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing goo.gl/IiDFRW via @PortalMigalhas,2016
18,"Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing migalhas.com.br/Quentes/17,M…",2016
19,Empresa indenizará operadora de telemarketing por assédio sexual de supervisora amodireito.com.br/2016/08/em…,2016
20,Empresa indenizará operadora de telemarketing por assédio sexual de supervisora. goo.gl/gjmDFQ #direito #amoDireito,2016
21,Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing. bit.ly/2aYWwgc,2016
22,Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing goo.gl/IiDFRW via @PortalMigalhas,2016
23,Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing goo.gl/IiDFRW via @PortalMigalhas,2016
24,Empresa indenizará por assédio sexual de supervisora contra operadora de telemarketing goo.gl/IiDFRW via @PortalMigalhas,2016
25,"Pensa num serviço pau no cu, estressante e q paga pouco e vc sofre assédio moral: telemarketing",2016
26,Setor de telemarketing: Mulheres de até 24 anos que sofrem com assédio moral e doenças relacionadas ao trabalho. #MulherTrabalhadora,2016
27,"@CNJ_oficial gostaria de informações sobre o recisão indireta e assédio, para operadores de telemarketing.",2016
