,tweets,ano
0,"Campanha do Ministério do Trabalho e Emprego incentiva denúncias contra assédio moral. Toda e qualquer pessoa não merece ter sua dignidade,",2015
1,Saiba identificar assédio moral no trabalho e como reagir bit.ly/1QLZEt2 #Emprego,2015
2,@zh_esportes @Dryzinho_praero então se o cara tiver um emprego não pode nunca receber uma proposta maior que é assédio?,2015
3,@Eduardocsilvaa a moça do cafezinho vai engolir seco o assédio pq não quer perder o emprego e etc etc. o que impera? fator poder $$$,2015
4,@marcellaVEVO NOSSA VC PRECISA dps vc fala q foi assedio e chantageia p me arrumar emprego e ganhar aumento kaklçskaksçkas,2015
5,"Assédio no trabalho é pesadelo para 36% das brasileiras Medo de se expor, de perder o emprego e a dificuldade de... fb.me/2IIdzEpts",2015
6,@natinha_2 emprego tá difícil e vai diminuir o assédio desses jogadores ao Sport. Tudo de bom com garantia de 6 pontos à curta distância.,2015
7,"@cadeasbreja elas sofrem assedio no trab e ainda falam q a culpa e dela!!!! mais dificil arrumar emprego pq engravida, ganha menos etc",2015
8,O erro começa quando o assédio só pode ser cometido por superior hierárquico ou ascendência inerentes ao emprego,2015
9,Era só oq me faltava: gerente dando em cima de mim! Nao sei lidar com assedio em emprego!,2015
10,"@hcarvalh_ Assédio? Se ela cortar, duvido que volte a acontecer. Agora perder emprego por ser mulher, que absurdo. Deve está acontecendo..",2015
11,lembra quando eu passei na usp e meus pais me mandaram nao ir estudar la e agr eles querem q eu fiquei num emprego q sofro assedio,2015
12,O funcionário se submete ao assédio por medo de não conseguir outro emprego,2015
13,"@joaopedro_cita tá no assédio que ela sofre na empresa e não denuncia por medo de perder o emprego, na violência obstétrica...",2015
14,"@natasharedfox não miga, assédio é quando quem comete se vale da posição hierárquica em razão de emprego, cargo ou função",2015
15,"Tenho q ficar bonita pras entrevistas de emprego... Não é possível 25kg q ""ganhei"". No máximo rola um assédio, porque fiquei gostosinha, ó.",2015
16,"@schneidergirl que horror! já sofri com assedio moral mas em outro emprego. Nesse, os problemas são outros, são institucionais mesmo...",2015
17,"@Nivisk  Isso é no mínimo Assédio Moral.  Sei que é complicado por questões de emprego,ms se der denuncie esse cara. Grave ele falando",2015
18,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDrwx,2015
19,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDrwx,2015
20,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDrwx,2015
21,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDtEO,2015
22,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDtEO,2015
23,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDrwx,2015
24,Radialista processa Taylor Swift por acusá-lo de assédio sexual: David Mueller diz que perdeu o emprego por te... abr.ai/1UQDrwx,2015
25,"@POPline @taylorswift13 assédio sexual é crime, perder o emprego foi o minimo, deveria estar preso.",2015
26,"@depressel pior é que ela denunciou o assédio e quem tá sendo processada é ela pq ele perdeu o emprego, que foi o minimo",2015
27,"De acordo com o Ministério do Trabalho e Emprego, assédio sexual é crime. Guarde e-mails e mensagens que podem... fb.me/2Te8zquC9",2015
28,@exame_com Não seria facilmente resolvido se não aceitassem o assedio? MUDEM DE EMPREGO. Quantas lanchonetes existem no Pais??,2015
29,"Gente é tudo Brinks. Depois do post acabou o assédio no trabalho, ninguém mais perdeu o emprego por puxada de tapete https://nitter.lanterne-rouge.info/TrabalhoGovBr/status/639184188323840000",2015
30,"Ex- funcionária é indenizada após sofrer assédio moral,  em Porto Velho: Mulher terá emprego reintegrado e rec... glo.bo/1JO5tNZ",2015
31,"Ex- funcionária é indenizada após sofrer assédio moral,  em Porto Velho: Mulher terá emprego reintegrado e rec... glo.bo/1JO5tNZ",2015
32,"Ex- funcionária é indenizada após sofrer assédio moral,  em Porto Velho: Mulher terá emprego reintegrado e rec... glo.bo/1JO5tNZ",2015
33,"Ex- funcionária é indenizada após sofrer assédio moral, em Porto Velho ift.tt/1JzfYp0  Mulher terá emprego reintegrado e receberá…",2015
34,"@Juvandia destaca a luta pela defesa do emprego, saúde do trabalhador, segurança bancária, assédio sexual e moral",2015
35,"@lucaslorenzis e eu que começo num emprego novo hoje, quão grave é minha situação? Posso processar todo mundo por assédio moral no 1o dia?",2015
36,Bom dia!  Assédio moral e sexual é coisa séria. Acesse a cartilha do Ministério do Trabalho e Emprego e fique por... fb.me/4s3mTTkCL,2015
37,Fico imaginando que emprego tá  difícil  mesmo quando vejo essas pessoas sofrendo assédio moral do #Faustão ao vivo na Tv,2015
38,"Tive que largar o emprego, era muito assédio",2015
39,@radiobandnewsfm O lance agora é que nao tem assedio no Bolsa familia a favor de votos pro PT emprego e economia no final sempre estabiliza,2015
40,"Menos assédio, mais emprego- Bancárias e bancários se mobilizam pelo fim do assédio moral e  defesa do emprego em JF- cutmg.org.br/destaque-centra…",2015
41,MG: Bancárias e bancários se mobilizam pelo fim do assédio moral e em defesa do emprego em… goo.gl/fb/t9hikA,2015
42,"Menos assédio, mais emprego bancariosjf.com.br/imprensa/… via @sintrafjf",2015
43,EMPREGO | Ofensas repetidas configuram caso de assédio moral  Pesquisa mostra que 42% dos trabalhadores já foram... fb.me/38qZaGdx5,2015
